Secteur,Ville,Boite de vitesses,Type de carburant,Marque,Modele,Nombre de portes,Origine,Premiere main,Puissance fiscale,Etat,log_price (en milliers MAD),Kilometrage lisse (en milliers km),Age (annees)
sidi moumen,casablanca,Automatique,Diesel,skoda,karoq,5,WW au Maroc,False,8,Excellent,5.4680601411351315,137.23737693198984,5
autre secteur,meknès,Automatique,Essence,hyundai,i10,5,WW au Maroc,True,6,Très bon,4.653960350157523,82.60543539713285,6
la gironde,casablanca,Automatique,Diesel,volkswagen,passat,5,Dédouanée,True,8,Très bon,5.220355825078324,162.36082516714686,9
al boustane,el jadida,Manuelle,Essence,hyundai,h-1,3,WW au Maroc,True,6,Très bon,3.912023005428146,19.025698269200625,19
hay massira,agadir,Manuelle,Diesel,peugeot,307,5,Dédouanée,True,6,Très bon,4.127134385045092,36.740626916903864,20
ain sebaa,casablanca,Manuelle,Diesel,peugeot,308,5,WW au Maroc,False,6,Excellent,4.990432586778736,75.4299482958671,5
route de sefrou,fès,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,True,6,Très bon,4.532599493153256,148.9205866837735,11
toute la ville,khouribga,Manuelle,Essence,bmw,x1,5,WW au Maroc,True,10,Très bon,4.852030263919617,273.653748265113,15
toute la ville,salé,Manuelle,Essence,fiat,grande punto,5,WW au Maroc,False,7,Très bon,4.0943445622221,28.597223655163383,16
autre secteur,oujda,Automatique,Diesel,volkswagen,tiguan,5,WW au Maroc,False,8,Très bon,5.19295685089021,224.30864072990215,13
Others,agadir,Automatique,Diesel,mercedes-benz,classe a,5,Pas encore dédouanée,True,7,Très bon,5.652489180268651,78.93141151041473,5
azli,marrakech,Manuelle,Essence,fiat,panda,5,WW au Maroc,True,6,Très bon,3.9415818076696905,60.133131940958584,15
le centre-ville,agadir,Manuelle,Diesel,fiat,fiorino,5,WW au Maroc,False,6,Excellent,4.867534450455582,74.81126433830852,5
bournazil,casablanca,Manuelle,Diesel,opel,crossland,5,WW au Maroc,False,6,Excellent,4.976733742420574,102.96669789458277,6
toute la ville,taourirt,Manuelle,Diesel,citroen,berlingo,5,WW au Maroc,True,7,Bon,3.871201010907891,45.947248707889116,21
anfa,casablanca,Automatique,Diesel,fiat,500x,5,WW au Maroc,True,8,Très bon,4.976733742420574,125.07076849265596,9
toute la ville,berrechid,Manuelle,Diesel,renault,clio,5,WW au Maroc,True,6,Très bon,4.584967478670572,121.76542532099948,9
quartier de l'océan,rabat,Manuelle,Diesel,nissan,x-trail,5,WW au Maroc,True,8,Très bon,4.22683374526818,321.87312965052433,16
safir,tétouan,Manuelle,Essence,ford,ka,3,WW au Maroc,False,4,Très bon,4.382026634673881,109.2073140485067,10
toute la ville,taourirt,Manuelle,Diesel,citroen,berlingo,5,WW au Maroc,True,7,Correct,3.871201010907891,43.64501871149857,21
toute la ville,khouribga,Manuelle,Diesel,audi,a4,5,Dédouanée,True,8,Très bon,4.477336814478207,329.16726665179374,18
autre secteur,rabat,Manuelle,Essence,renault,kangoo,3,WW au Maroc,False,4,Excellent,4.174387269895637,278.6588455595576,26
najd,el jadida,Manuelle,Diesel,fiat,palio,5,WW au Maroc,False,5,Neuf,3.1354942159291497,189.65371328891376,23
toute la ville,taza,Automatique,Diesel,hyundai,santa fe,5,Importée neuve,True,9,Bon,4.990432586778736,223.24011743498906,12
toute la ville,ben guerir,Manuelle,Diesel,citroen,xsara,5,Dédouanée,True,7,Très bon,3.6888794541139363,323.8253522375009,24
Others,tanger,Automatique,Diesel,mercedes-benz,classe c,5,Dédouanée,True,8,Excellent,4.653960350157523,227.53129012924072,20
Others,salé,Manuelle,Essence,fiat,uno,5,WW au Maroc,False,6,Très bon,3.2188758248682006,19.078116353869206,28
ain sebaa,casablanca,Manuelle,Diesel,ford,focus,5,WW au Maroc,True,6,Excellent,4.727387818712341,140.0032762429382,13
anfa,casablanca,Automatique,Diesel,fiat,500x,5,WW au Maroc,True,8,Très bon,4.976733742420574,125.7888881308996,9
khabazat,kénitra,Manuelle,Diesel,renault,r5,5,WW au Maroc,True,6,Très bon,3.2188758248682006,9.7263984048688,34
centre ville,nador,Automatique,Diesel,volkswagen,passat cc,5,Dédouanée,True,8,Très bon,4.90527477843843,221.5205172983558,16
Others,dakhla,Manuelle,Essence,toyota,corolla,5,Dédouanée,True,8,Très bon,4.430816798843313,229.6561914614451,16
autre secteur,oujda,Manuelle,Diesel,dacia,logan,5,WW au Maroc,True,6,Bon,4.143134726391533,325.644671613635,16
el matar,safi,Manuelle,Diesel,volkswagen,caddy,3,WW au Maroc,True,8,Excellent,5.0106352940962555,7.51949175615887,7
Others,casablanca,Manuelle,Diesel,citroen,Others,5,WW au Maroc,True,8,Correct,2.995732273553991,279.5542173106482,26
centre,el jadida,Automatique,Diesel,peugeot,3008,5,WW au Maroc,False,8,Excellent,5.459585514144159,116.71757619043844,5
route de casablanca,marrakech,Manuelle,Essence,dacia,logan,5,WW au Maroc,True,8,Très bon,4.04305126783455,228.4478074862393,12
bouskoura centre,bouskoura,Manuelle,Essence,hyundai,atos,5,WW au Maroc,True,6,Excellent,4.02535169073515,158.54722221872794,20
toute la ville,khouribga,Manuelle,Diesel,renault,megane,5,WW au Maroc,True,7,Bon,3.58351893845611,372.90589686730476,26
sidi bernoussi,casablanca,Manuelle,Diesel,dacia,dokker,5,WW au Maroc,False,6,Excellent,4.553876891600541,270.726082367556,11
oued fès,fès,Manuelle,Diesel,hyundai,tucson,5,Dédouanée,True,8,Excellent,4.204692619390966,30.553833470902674,19
hassan,rabat,Manuelle,Essence,bmw,série 3,3,WW au Maroc,True,11,Bon,3.6109179126442243,270.16675039828084,23
toute la ville,oued zem,Manuelle,Essence,fiat,doblo,5,WW au Maroc,False,6,Très bon,4.382026634673881,194.66901747142106,10
toute la ville,khouribga,Manuelle,Essence,suzuki,maruti,5,WW au Maroc,True,5,Bon,3.091042453358316,82.75457861157545,19
bouskoura centre,bouskoura,Automatique,Diesel,renault,megane,5,WW au Maroc,False,6,Excellent,4.976733742420574,224.8083583253329,7
el matar,safi,Manuelle,Diesel,volkswagen,caddy,3,WW au Maroc,True,8,Excellent,5.0106352940962555,5.097004237810537,7
toute la ville,berrechid,Manuelle,Diesel,isuzu,Others,5,WW au Maroc,False,10,Bon,4.499809670330265,2.0239608026347837,29
toute la ville,salé,Manuelle,Diesel,chevrolet,captiva,5,Importée neuve,True,8,Excellent,4.31748811353631,150.50187686739545,17
toute la ville,ouarzazate,Manuelle,Essence,peugeot,partner,3,WW au Maroc,False,6,Bon,4.653960350157523,222.56347287471422,9
wislane,meknès,Manuelle,Diesel,citroen,berlingo,5,WW au Maroc,True,6,Très bon,4.718498871295094,187.20586955313718,10
toute la ville,ouarzazate,Manuelle,Diesel,renault,clio,5,WW au Maroc,True,6,Très bon,4.0943445622221,30.072405447422593,17
autre secteur,fès,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,False,6,Très bon,4.499809670330265,61.966151228655235,7
Others,kénitra,Automatique,Diesel,volkswagen,golf 6,5,Dédouanée,True,6,Excellent,4.955827057601261,326.5301719665771,13
sidi maarouf,casablanca,Manuelle,Diesel,peugeot,301,5,Dédouanée,False,6,Très bon,4.343805421853684,225.2483796856313,12
aïn chock,casablanca,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,True,6,Très bon,4.31748811353631,123.47584556627797,8
toute la ville,chichaoua,Manuelle,Diesel,dacia,dokker,5,WW au Maroc,False,6,Très bon,4.795790545596741,163.28016086440212,4
ville nouvelle,meknès,Manuelle,Diesel,fiat,fiorino,5,WW au Maroc,False,6,Très bon,4.653960350157523,159.3672672184819,7
ben m'sick,casablanca,Manuelle,Diesel,peugeot,bipper,5,WW au Maroc,True,6,Très bon,4.499809670330265,170.05119377096065,10
hay salam,agadir,Manuelle,Diesel,volkswagen,golf 7,5,WW au Maroc,False,8,Excellent,5.0106352940962555,144.37145256653434,11
ain sebaa,casablanca,Manuelle,Diesel,dacia,logan,5,WW au Maroc,False,6,Excellent,4.382026634673881,142.80830490954537,11
ben souda,fès,Manuelle,Diesel,ford,kuga,5,WW au Maroc,True,8,Très bon,5.0106352940962555,228.0690773806647,9
Others,tanger,Manuelle,Diesel,nissan,qashqai,5,WW au Maroc,False,6,Excellent,5.181783550292085,176.0692309982811,8
autre secteur,meknès,Automatique,Diesel,mercedes-benz,270,5,Dédouanée,False,11,Très bon,4.060443010546419,10.40253619668264,24
2 mars,casablanca,Manuelle,Diesel,renault,clio,5,WW au Maroc,True,6,Excellent,4.59511985013459,158.43983175323598,7
Others,el jadida,Manuelle,Essence,chevrolet,spark,5,WW au Maroc,True,4,Excellent,3.6888794541139363,31.023679562730713,14
al fida,casablanca,Manuelle,Diesel,volkswagen,golf 6,5,Dédouanée,True,6,Excellent,4.406719247264253,106.71010590649436,14
autre secteur,marrakech,Manuelle,Diesel,peugeot,Others,3,Dédouanée,True,6,Bon,4.07753744390572,145.25842855240668,18
maarif,casablanca,Manuelle,Diesel,ford,focus,5,WW au Maroc,False,7,Très bon,4.624972813284271,162.5150402657638,14
Others,skhirat,Manuelle,Diesel,renault,megane,5,WW au Maroc,True,7,Excellent,3.970291913552122,190.9842506311096,24
ouled oujih,kénitra,Manuelle,Diesel,renault,kangoo,5,WW au Maroc,False,6,Très bon,4.90527477843843,87.58825635881965,6
centre ville,nador,Manuelle,Essence,daihatsu,sirion,5,WW au Maroc,True,6,Excellent,3.8066624897703196,134.20451729019715,17
ouled arfa,kénitra,Manuelle,Diesel,opel,astra,5,Dédouanée,True,8,Très bon,3.970291913552122,24.437832964757504,27
founty,agadir,Manuelle,Diesel,volkswagen,jetta,5,WW au Maroc,False,8,Très bon,5.0106352940962555,116.77092536814118,7
aïn chock,casablanca,Automatique,Diesel,volkswagen,golf 7,5,WW au Maroc,False,8,Neuf,4.941642422609304,101.8596340180236,6
bourgogne,casablanca,Automatique,Essence,volvo,xc90,5,WW au Maroc,True,14,Excellent,4.174387269895637,143.00077786966546,18
toute la ville,khénifra,Manuelle,Diesel,peugeot,406,5,Dédouanée,True,8,Très bon,3.912023005428146,270.5974538784392,24
azib derai,safi,Manuelle,Diesel,fiat,doblo,3,WW au Maroc,True,6,Correct,4.174387269895637,228.57579266590923,10
toute la ville,Others,Manuelle,Diesel,toyota,corolla,5,WW au Maroc,True,8,Excellent,4.0943445622221,221.1732742612595,20
ancienne médina,marrakech,Manuelle,Essence,fiat,siena,5,Importée neuve,True,7,Très bon,3.332204510175204,39.72348202343204,27
abattoirs,agadir,Manuelle,Diesel,ford,kuga,5,WW au Maroc,False,8,Très bon,5.135798437050262,130.2273603219541,8
hay rahma,salé,Manuelle,Diesel,peugeot,208,5,WW au Maroc,True,6,Excellent,4.787491742782046,86.03627124863638,6
errahma,casablanca,Automatique,Diesel,audi,a3,5,Dédouanée,True,8,Très bon,4.941642422609304,220.90768681969857,13
hay hassani,casablanca,Automatique,Diesel,bmw,série 5,5,WW au Maroc,False,8,Excellent,5.521460917862246,127.62729164853653,9
toute la ville,al hoceima,Automatique,Diesel,hyundai,santa fe,5,Importée neuve,False,9,Très bon,4.499809670330265,220.41065519269716,16
toute la ville,al hoceima,Automatique,Diesel,hyundai,santa fe,5,Pas encore dédouanée,True,9,Très bon,4.499809670330265,279.9042104575592,16
ahlane,tanger,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,False,6,Excellent,5.1647859739235145,5.062853769489736,1
hay charaf,marrakech,Manuelle,Diesel,mercedes-benz,220,5,Dédouanée,True,9,Bon,4.174387269895637,6.086028259604699,16
guich oudaya,rabat,Manuelle,Diesel,citroen,c3,5,WW au Maroc,True,6,Excellent,4.812184355372417,81.75758120703591,6
beauséjour,casablanca,Automatique,Diesel,bmw,série 3,5,WW au Maroc,True,8,Excellent,5.075173815233827,125.1445891576381,11
toute la ville,khouribga,Manuelle,Diesel,volkswagen,golf 5,5,Dédouanée,False,8,Excellent,4.553876891600541,271.78730691395,17
toute la ville,martil,Automatique,Diesel,fiat,tipo,5,WW au Maroc,False,6,Très bon,4.867534450455582,100.90506161700775,5
bourgogne,casablanca,Manuelle,Essence,fiat,500,3,WW au Maroc,False,7,Excellent,4.363098624788363,106.99032529301691,11
Others,essaouira,Manuelle,Essence,peugeot,207,5,WW au Maroc,True,8,Très bon,4.219507705176107,94.71816342944336,14
yacoub el mansour,rabat,Manuelle,Essence,suzuki,alto,5,Dédouanée,True,6,Bon,3.4011973816621555,22.39768310245751,18
aharrarine,tanger,Manuelle,Diesel,renault,kangoo,5,WW au Maroc,False,5,Neuf,4.290459441148391,197.95480898410597,15
toute la ville,khénifra,Automatique,Diesel,peugeot,3008,5,WW au Maroc,False,8,Excellent,5.634789603169249,77.04730021400374,5
al maghrib al arabi,kénitra,Manuelle,Diesel,opel,grandland,5,WW au Maroc,False,6,Excellent,5.247024072160486,19.780869093021707,5
oulfa,casablanca,Manuelle,Diesel,peugeot,rifter,5,WW au Maroc,False,6,Excellent,5.247024072160486,34.978900402983946,5
Others,tétouan,Manuelle,Essence,volkswagen,polo,5,WW au Maroc,True,8,Excellent,4.04305126783455,87.99621879944682,18
annakhil,marrakech,Manuelle,Diesel,dacia,dokker,5,WW au Maroc,True,6,Excellent,4.3694478524670215,224.98993519638032,9
Others,kénitra,Manuelle,Essence,peugeot,206,5,WW au Maroc,True,6,Très bon,3.6888794541139363,15.648610924191354,24
autre secteur,kénitra,Manuelle,Diesel,fiat,punto,5,WW au Maroc,True,5,Très bon,4.343805421853684,126.02075501031516,9
abattoirs,agadir,Manuelle,Diesel,renault,megane,5,Dédouanée,False,6,Très bon,4.174387269895637,328.0016614411982,23
maarif,casablanca,Automatique,Diesel,volkswagen,touareg,5,WW au Maroc,False,12,Très bon,5.087596335232384,136.82993740383128,12
sidi othmane,casablanca,Manuelle,Diesel,peugeot,206,5,WW au Maroc,True,6,Très bon,4.276666119016055,161.22772200521547,13
ain sebaa,casablanca,Manuelle,Diesel,renault,clio,5,Importée neuve,True,6,Excellent,4.852030263919617,109.6868111346297,4
2 mars,casablanca,Automatique,Diesel,dacia,duster,5,WW au Maroc,False,7,Excellent,5.14166355650266,111.27652560310453,7
allal el fassi,marrakech,Manuelle,Diesel,fiat,tipo,5,WW au Maroc,False,5,Excellent,4.727387818712341,53.26609628821831,6
toute la ville,ain harrouda,Automatique,Diesel,hyundai,santa fe,5,WW au Maroc,False,9,Excellent,5.3471075307174685,140.38297430283396,7
Others,salé,Manuelle,Diesel,mercedes-benz,190,5,Dédouanée,True,9,Excellent,3.912023005428146,1.2002949173859112,24
Others,fès,Manuelle,Diesel,peugeot,partner,5,WW au Maroc,True,7,Bon,3.912023005428146,1.1874165948009217,14
toute la ville,Others,Manuelle,Diesel,renault,laguna,5,WW au Maroc,True,7,Bon,4.007333185232471,274.9330877164033,22
toute la ville,tinghir,Manuelle,Diesel,peugeot,206,5,WW au Maroc,False,6,Très bon,4.174387269895637,220.55895103431098,14
toute la ville,el kelâa des sraghna,Manuelle,Diesel,ford,focus,5,WW au Maroc,False,6,Très bon,4.90527477843843,191.3374154144303,10
Others,skhirat,Automatique,Diesel,volkswagen,jetta,5,WW au Maroc,True,8,Excellent,5.209486152841421,106.84805247643811,5
ouled oujih,kénitra,Manuelle,Essence,chevrolet,aveo,5,WW au Maroc,True,7,Bon,3.6635616461296463,168.90436353393582,18
ain sebaa,casablanca,Automatique,Diesel,peugeot,508,5,WW au Maroc,True,8,Très bon,4.74493212836325,156.63064064743295,11
amal,mohammedia,Automatique,Diesel,volkswagen,tiguan,5,WW au Maroc,False,8,Neuf,5.703782474656201,84.54699188516943,7
toute la ville,ain aouda,Manuelle,Diesel,renault,express,3,WW au Maroc,False,7,Excellent,3.5553480614894135,17.853909244284555,32
centre ville,marrakech,Manuelle,Diesel,renault,captur,5,WW au Maroc,True,6,Excellent,4.787491742782046,167.38646269074096,11
hay mohammadi,casablanca,Manuelle,Essence,kia,picanto,5,WW au Maroc,False,6,Très bon,3.8501476017100584,228.39686133335684,18
bir rami,kénitra,Manuelle,Diesel,volkswagen,Others,5,WW au Maroc,False,8,Très bon,5.768320995793772,195.3338140149318,5
c.i.l,casablanca,Automatique,Hybride,toyota,corolla,5,WW au Maroc,False,4,Bon,5.393627546352362,56.186936203468804,4
autre secteur,casablanca,Manuelle,Diesel,dacia,logan,5,WW au Maroc,False,6,Très bon,4.31748811353631,169.80346330593343,11
oulfa,casablanca,Manuelle,Essence,fiat,palio,5,Dédouanée,False,6,Très bon,5.703782474656201,23.560916499954523,24
autre secteur,casablanca,Automatique,Diesel,renault,clio,5,WW au Maroc,False,6,Excellent,4.74493212836325,130.04530272397312,8
saada,el jadida,Manuelle,Diesel,dacia,lodgy,5,WW au Maroc,False,6,Excellent,4.90527477843843,42.17481117692974,3
autre secteur,el jadida,Manuelle,Diesel,dacia,lodgy,5,WW au Maroc,False,6,Excellent,4.867534450455582,38.35301898077306,4
toute la ville,salé,Automatique,Diesel,alfa romeo,giulietta,5,WW au Maroc,False,6,Excellent,5.3471075307174685,61.10986211791909,4
toute la ville,midelt,Manuelle,Essence,fiat,palio,5,WW au Maroc,True,6,Bon,3.332204510175204,36.54182313675439,20
hay hassani,casablanca,Automatique,Diesel,bmw,série 5,5,WW au Maroc,False,8,Excellent,5.521460917862246,129.86614692334092,9
autre secteur,skhirat,Manuelle,Diesel,renault,kangoo,5,WW au Maroc,True,7,Excellent,4.276666119016055,327.9118163270702,18
autre secteur,fès,Manuelle,Diesel,volkswagen,caddy,5,Dédouanée,True,7,Bon,4.553876891600541,103.19441407705266,18
val fleuri,casablanca,Manuelle,Diesel,nissan,juke,5,WW au Maroc,True,6,Excellent,4.852030263919617,150.02425089128516,12
hay zaytoun,agadir,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,False,6,Excellent,4.787491742782046,54.770926675545304,8
ouled oujih,kénitra,Automatique,Diesel,ford,kuga,5,WW au Maroc,True,8,Très bon,4.867534450455582,278.32289399561193,12
bab fès,kénitra,Manuelle,Essence,hyundai,atos,5,WW au Maroc,False,6,Excellent,3.8066624897703196,10.37607047388132,19
Others,casablanca,Automatique,Diesel,mercedes-benz,classe e,5,WW au Maroc,False,8,Excellent,5.541263545158426,142.6625958790611,8
iberie,tanger,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,True,6,Très bon,4.219507705176107,225.4627404984846,14
agdal,rabat,Manuelle,Diesel,peugeot,3008,5,WW au Maroc,True,8,Bon,5.220355825078324,81.55526384602679,7
centre ville,oujda,Manuelle,Diesel,citroen,Others,5,WW au Maroc,True,6,Très bon,4.276666119016055,192.92619562346155,13
ben m'sick,casablanca,Manuelle,Diesel,peugeot,bipper,5,WW au Maroc,True,6,Très bon,4.499809670330265,178.0349644013977,10
toute la ville,laâyoune,Manuelle,Diesel,renault,megane,5,WW au Maroc,True,6,Très bon,4.204692619390966,174.021326797574,18
el houda,agadir,Manuelle,Diesel,fiat,fiorino,5,WW au Maroc,True,6,Excellent,4.499809670330265,160.3400820054873,8
toute la ville,khénifra,Manuelle,Essence,suzuki,carry,5,Dédouanée,True,6,Très bon,3.7376696182833684,34.95463989208229,30
anfa,casablanca,Manuelle,Diesel,citroen,c15,3,WW au Maroc,True,7,Excellent,3.2188758248682006,184.63443009559896,22
toute la ville,berkane,Manuelle,Diesel,renault,clio,5,WW au Maroc,True,6,Excellent,4.9344739331306915,73.45317626154427,4
autre secteur,marrakech,Manuelle,Diesel,dacia,logan,5,WW au Maroc,False,6,Très bon,4.672828834461906,131.80904918158555,6
toute la ville,mediouna,Manuelle,Diesel,dacia,dokker,5,WW au Maroc,False,6,Bon,4.869071729774468,26.86720871303764,4
hay riad,rabat,Manuelle,Diesel,dacia,duster,5,Dédouanée,True,6,Excellent,4.867534450455582,115.27547704431377,8
bouargane,agadir,Manuelle,Diesel,dacia,logan,5,WW au Maroc,True,6,Excellent,4.465908118654584,151.33507705930913,7
sidi bernoussi,casablanca,Automatique,Diesel,volkswagen,passat,5,WW au Maroc,True,8,Excellent,4.574710978503383,278.7815229586954,16
andalous,oujda,Manuelle,Diesel,fiat,fiorino,3,WW au Maroc,False,5,Excellent,4.553876891600541,133.39344740776855,8
Others,kénitra,Manuelle,Diesel,dacia,dokker,5,WW au Maroc,True,7,Excellent,4.836281906951478,168.31866139521088,4
el matar,safi,Manuelle,Diesel,hyundai,santa fe,5,WW au Maroc,True,9,Bon,4.07753744390572,228.60361903208567,16
Others,tanger,Manuelle,Diesel,kia,sportage,5,WW au Maroc,True,8,Bon,4.290459441148391,27.477017991759723,17
autre secteur,nador,Manuelle,Diesel,mercedes-benz,220,5,Dédouanée,False,9,Très bon,4.382026634673881,223.07116379604852,27
autre secteur,nador,Manuelle,Diesel,peugeot,partner,5,Importée neuve,False,7,Excellent,4.204692619390966,127.5445539308446,13
el houda,agadir,Automatique,Diesel,skoda,octavia,5,WW au Maroc,True,8,Excellent,5.3471075307174685,142.48685989652884,8
ain sebaa,casablanca,Automatique,Diesel,volkswagen,arteon,5,WW au Maroc,False,8,Excellent,5.438079308923196,87.84701640736026,5
hay hassani,casablanca,Manuelle,Diesel,renault,clio,5,WW au Maroc,True,6,Excellent,3.9889840465642745,198.14904516958464,20
