Age (annees),Modele,Marque,Boite de vitesses_Manuelle,Puissance fiscale,Type de carburant_Essence,Kilometrage lisse (en milliers km),Type de carburant_Diesel,Secteur,Origine_WW au Maroc,Ville,Origine_Dédouanée,Premiere main,Etat_Bon,Boite de vitesses_Automatique,Etat_Excellent,log_price (en milliers MAD)
0.42895801596406447,rav 4,toyota,1,0.9018805787978479,0,0.886349053016243,1,mèdina,1,meknès,0,1,0,0,0,4.584967478670572
-1.3390189839020086,berlingo,citroen,1,-0.6380111495352139,0,-0.23540419507621488,1,autre secteur,1,rabat,0,0,1,0,0,5.1647859739235145
-0.7950260608662937,tepee,peugeot,1,-0.6380111495352139,0,0.2539786864960747,1,toute la ville,1,mediouna,0,0,1,0,0,4.820281565605037
2.332933246589066,19,renault,1,-0.1247139067575266,0,2.903292222572912,1,Others,0,marrakech,1,1,1,0,0,3.610917912644224
-0.11503490707165027,kangoo,renault,1,-0.6380111495352139,0,-0.8176505107906633,1,toute la ville,1,ouarzazate,0,0,1,0,0,4.174387269895637
-0.11503490707165027,a3,audi,0,-0.6380111495352139,0,0.8684515690574748,1,tilila,0,agadir,1,1,0,1,0,5.043425116919247
-0.7950260608662937,série 3,bmw,0,0.38858333602016065,0,0.10928464906398877,1,malabata,1,tanger,0,1,0,1,0,5.393627546352362
-0.659027830107365,ibiza,seat,1,-1.6646056350905882,1,-0.5805104277950899,0,errahma,1,casablanca,0,1,0,0,0,4.68213122712422
-0.659027830107365,Others,mercedes-benz,1,0.38858333602016065,0,0.8862207230326283,1,centre,0,kénitra,1,0,0,0,1,5.521460917862246
-1.2030207531430799,corolla,toyota,0,0.38858333602016065,0,-1.135721176556449,0,administratif,1,tanger,0,0,0,1,0,5.393627546352362
-0.5230295993484363,octavia,skoda,0,0.38858333602016065,0,0.4255329509462138,1,autre secteur,1,agadir,0,1,0,1,1,5.147494476813453
-0.659027830107365,qashqai,nissan,1,-0.6380111495352139,0,-0.2129911071531463,1,amal,1,el jadida,0,0,0,0,1,5.153291594497779
0.42895801596406447,ka,ford,1,-0.1247139067575266,1,-0.5904163598267189,0,route de ceuta,1,tétouan,0,0,0,0,0,4.219507705176107
-1.2030207531430799,giulietta,alfa romeo,1,-0.6380111495352139,0,-0.3419198742816577,1,ain sebaa,1,casablanca,0,0,0,0,1,4.997212273764115
-0.25103313783057896,q5,audi,1,0.38858333602016065,0,0.8862822701591284,1,route de ceuta,1,tétouan,0,1,0,0,1,5.181783550292085
0.1569615544462071,golf 6,volkswagen,1,-0.6380111495352139,0,0.49620382558606857,1,hay massira,1,agadir,0,1,1,0,0,4.605170185988092
-0.11503490707165027,passat,volkswagen,1,-0.6380111495352139,0,0.8987816784509347,1,autre secteur,0,nador,1,1,0,0,0,4.852030263919617
0.020963323687278417,focus,ford,1,-0.6380111495352139,0,1.3324214186586014,1,toute la ville,1,tifelt,0,1,0,0,1,4.727387818712341
-0.7950260608662937,2008,peugeot,1,-0.6380111495352139,0,-0.6640200684870321,1,bouargane,1,agadir,0,1,0,0,0,4.976733742420574
0.29295978520513577,touran,volkswagen,0,0.38858333602016065,0,-1.4408394483781586,1,toute la ville,0,ksar el-kebir,1,1,0,1,0,4.990432586778736
-1.4750172146609373,express,renault,1,-0.6380111495352139,0,-0.7750190867680332,1,autre secteur,1,casablanca,0,0,0,0,1,5.123963979403259
-0.25103313783057896,tiguan,volkswagen,0,0.38858333602016065,0,0.4811459056105894,1,route de ceuta,1,tétouan,0,1,0,1,1,5.3230099791384085
1.6529420927944227,palio,fiat,1,-0.6380111495352139,0,0.8139031079806875,1,hay moulay rachid,1,casablanca,0,1,1,0,0,3.4657359027997265
